Report Year,Geography,Grievance Category,Grievance Type,Grievance Count,Exempt Grievance Count,Unresolved as of June 30,Resolved,Referred,,,,,
FY1819,Kern,Access,Other access issues,2,2,0,4,0,,,,,
FY1819,Kern,Access,All,24,5,0,28,1,,,,,
FY1819,Kern,Quality of Care,Staff behavior concerns,57,4,0,60,1,,,,,
FY1819,Kern,Quality of Care,Treatment issues or concerns,63,11,0,71,3,,,,,
FY1819,Kern,Quality of Care,Medication concern,42,1,0,42,1,,,,,
FY1819,Kern,Quality of Care,Cultural appropriateness,1,0,0,1,0,,,,,
FY1819,Kern,Quality of Care,Other quality of care issues,2,0,0,2,0,,,,,
FY1819,Kern,Quality of Care,All,165,16,0,176,5,,,,,
FY1819,Kern,Change of Provider,All,30,13,0,43,0,,,,,
FY1819,Kern,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1819,Kern,Other,Financial,9,0,0,8,1,,,,,
FY1819,Kern,Other,Lost property,3,0,0,3,0,,,,,
FY1819,Kern,Other,Operational,11,1,0,10,2,,,,,
FY1819,Kern,Other,Patients' rights,6,0,0,6,0,,,,,
FY1819,Kern,Other,Peer behaviors,5,0,0,5,0,,,,,
FY1819,Kern,Other,Physical environment,3,0,0,3,0,,,,,
FY1819,Kern,Other,Other grievance not listed above,5,0,0,2,3,,,,,
FY1819,Kern,Other,All,42,1,0,37,6,,,,,
FY1819,Kern,All,All,262,35,0,285,12,,,,,
FY1819,Kings,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Kings,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Kings,Access,Timeliness of services,3,0,2,1,0,,,,,
FY1819,Kings,Access,24/7 Toll-free access line,1,0,0,1,0,,,,,
FY1819,Kings,Access,Linguistic services,3,0,2,1,0,,,,,
FY1819,Kings,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Kings,Access,All,7,0,4,3,0,,,,,
FY1819,Kings,Quality of Care,Staff behavior concerns,12,4,6,10,0,,,,,
FY1819,Kings,Quality of Care,Treatment issues or concerns,3,0,1,2,0,,,,,
FY1819,Kings,Quality of Care,Medication concern,15,4,4,15,0,,,,,
FY1819,Kings,Quality of Care,Cultural appropriateness,1,0,1,0,0,,,,,
FY1819,Kings,Quality of Care,Other quality of care issues,28,2,12,18,0,,,,,
FY1819,Kings,Quality of Care,All,59,10,24,45,0,,,,,
FY1819,Kings,Change of Provider,All,1,0,0,1,0,,,,,
FY1819,Kings,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1819,Kings,Other,Financial,1,0,0,1,0,,,,,
FY1819,Kings,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Kings,Other,Operational,10,0,4,4,2,,,,,
FY1819,Kings,Other,Patients' rights,1,0,0,1,0,,,,,
FY1819,Kings,Other,Peer behaviors,5,0,4,1,0,,,,,
FY1819,Kings,Other,Physical environment,3,0,1,2,0,,,,,
FY1819,Kings,Other,Other grievance not listed above,15,0,3,4,8,,,,,
FY1819,Kings,Other,All,35,0,12,13,10,,,,,
FY1819,Kings,All,All,103,10,40,63,10,,,,,
FY1819,Lake,Access,Service not available,1,0,0,1,0,,,,,
FY1819,Lake,Access,Service not accessible,1,0,1,0,0,,,,,
FY1819,Lake,Access,Timeliness of services,1,0,0,1,0,,,,,
FY1819,Lake,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Lake,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Lake,Access,Other access issues,1,0,1,0,0,,,,,
FY1819,Lake,Access,All,4,0,2,2,0,,,,,
FY1819,Lake,Quality of Care,Staff behavior concerns,5,0,3,2,0,,,,,
FY1819,Lake,Quality of Care,Treatment issues or concerns,1,0,1,0,0,,,,,
FY1819,Lake,Quality of Care,Medication concern,2,0,0,2,0,,,,,
FY1819,Lake,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Lake,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1819,Lake,Quality of Care,All,8,0,4,4,0,,,,,
FY1819,Lake,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Lake,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Lake,Other,Financial,0,0,0,0,0,,,,,
FY1819,Lake,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Lake,Other,Operational,0,0,0,0,0,,,,,
FY1819,Lake,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Lake,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Lake,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Lake,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1819,Lake,Other,All,0,0,0,0,0,,,,,
FY1819,Lake,All,All,12,0,6,6,0,,,,,
FY1819,Lassen,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Lassen,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Lassen,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Lassen,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Lassen,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Lassen,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Lassen,Access,All,0,0,0,0,0,,,,,
FY1819,Lassen,Quality of Care,Staff behavior concerns,3,0,0,3,0,,,,,
FY1819,Lassen,Quality of Care,Treatment issues or concerns,1,0,0,1,0,,,,,
FY1819,Lassen,Quality of Care,Medication concern,0,0,0,0,0,,,,,
FY1819,Lassen,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Lassen,Quality of Care,Other quality of care issues,4,0,0,4,0,,,,,
FY1819,Lassen,Quality of Care,All,8,0,0,8,0,,,,,
FY1819,Lassen,Change of Provider,All,1,0,0,1,0,,,,,
FY1819,Lassen,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Lassen,Other,Financial,0,0,0,0,0,,,,,
FY1819,Lassen,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Lassen,Other,Operational,0,0,0,0,0,,,,,
FY1819,Lassen,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Lassen,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Lassen,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Lassen,Other,Other grievance not listed above,1,0,0,0,1,,,,,
FY1819,Lassen,Other,All,1,0,0,0,1,,,,,
FY1819,Lassen,All,All,10,0,0,9,1,,,,,
FY1819,Los Angeles,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Los Angeles,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Los Angeles,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Los Angeles,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Los Angeles,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Los Angeles,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Los Angeles,Access,All,0,0,0,0,0,,,,,
FY1819,Los Angeles,Quality of Care,Staff behavior concerns,23,0,0,23,0,,,,,
FY1819,Los Angeles,Quality of Care,Treatment issues or concerns,43,0,0,43,0,,,,,
FY1819,Los Angeles,Quality of Care,Medication concern,8,0,0,8,0,,,,,
FY1819,Los Angeles,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Los Angeles,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1819,Los Angeles,Quality of Care,All,74,0,0,74,0,,,,,
FY1819,Los Angeles,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Los Angeles,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Los Angeles,Other,Financial,0,0,0,0,0,,,,,
FY1819,Los Angeles,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Los Angeles,Other,Operational,0,0,0,0,0,,,,,
FY1819,Los Angeles,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Los Angeles,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Los Angeles,Other,Physical environment,2,0,0,2,0,,,,,
FY1819,Los Angeles,Other,Other grievance not listed above,15,0,0,0,15,,,,,
FY1819,Los Angeles,Other,All,17,0,0,2,15,,,,,
FY1819,Los Angeles,All,All,91,0,0,76,15,,,,,
FY1819,Madera,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Madera,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Madera,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Madera,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Madera,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Madera,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Madera,Access,All,0,0,0,0,0,,,,,
FY1819,Madera,Quality of Care,Staff behavior concerns,15,0,0,15,0,,,,,
FY1819,Madera,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY1819,Madera,Quality of Care,Medication concern,2,0,0,2,0,,,,,
FY1819,Madera,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Madera,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1819,Madera,Quality of Care,All,20,0,0,20,0,,,,,
FY1819,Madera,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Madera,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1819,Madera,Other,Financial,1,0,0,1,0,,,,,
FY1819,Madera,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Madera,Other,Operational,3,0,0,3,0,,,,,
FY1819,Madera,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Madera,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Madera,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Madera,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1819,Madera,Other,All,4,0,0,4,0,,,,,
FY1819,Madera,All,All,25,0,0,25,0,,,,,
FY1819,Marin,Access,Service not available,1,0,0,1,0,,,,,
FY1819,Marin,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Marin,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Marin,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Marin,Access,Linguistic services,1,0,0,1,0,,,,,
FY1819,Marin,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Marin,Access,All,2,0,0,2,0,,,,,
FY1819,Marin,Quality of Care,Staff behavior concerns,5,0,0,5,0,,,,,
FY1819,Marin,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY1819,Marin,Quality of Care,Medication concern,2,0,1,1,0,,,,,
FY1819,Marin,Quality of Care,Cultural appropriateness,1,0,0,1,0,,,,,
FY1819,Marin,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1819,Marin,Quality of Care,All,11,0,1,10,0,,,,,
FY1819,Marin,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Marin,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1819,Marin,Other,Financial,16,0,0,16,0,,,,,
FY1819,Marin,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Marin,Other,Operational,1,0,0,0,1,,,,,
FY1819,Marin,Other,Patients' rights,2,0,0,2,0,,,,,
FY1819,Marin,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Marin,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Marin,Other,Other grievance not listed above,4,0,0,3,1,,,,,
FY1819,Marin,Other,All,23,0,0,21,2,,,,,
FY1819,Marin,All,All,37,0,1,34,2,,,,,
FY1819,Mariposa,Access,Service not available,2,0,0,2,0,,,,,
FY1819,Mariposa,Access,Service not accessible,1,0,0,1,0,,,,,
FY1819,Mariposa,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Mariposa,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Mariposa,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Mariposa,Access,Other access issues,1,0,1,0,0,,,,,
FY1819,Mariposa,Access,All,4,0,1,3,0,,,,,
FY1819,Mariposa,Quality of Care,Staff behavior concerns,4,0,0,4,0,,,,,
FY1819,Mariposa,Quality of Care,Treatment issues or concerns,1,0,0,1,0,,,,,
FY1819,Mariposa,Quality of Care,Medication concern,1,0,0,1,0,,,,,
FY1819,Mariposa,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Mariposa,Quality of Care,Other quality of care issues,2,0,0,2,0,,,,,
FY1819,Mariposa,Quality of Care,All,8,0,0,8,0,,,,,
FY1819,Mariposa,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Mariposa,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Mariposa,Other,Financial,1,0,1,0,0,,,,,
FY1819,Mariposa,Other,Lost property,1,0,0,1,0,,,,,
FY1819,Mariposa,Other,Operational,1,0,0,1,0,,,,,
FY1819,Mariposa,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Mariposa,Other,Peer behaviors,1,0,0,1,0,,,,,
FY1819,Mariposa,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Mariposa,Other,Other grievance not listed above,1,0,0,1,0,,,,,
FY1819,Mariposa,Other,All,5,0,1,4,0,,,,,
FY1819,Mariposa,All,All,17,0,2,15,0,,,,,
FY1819,Mendocino,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Mendocino,Access,Service not accessible,1,0,0,1,0,,,,,
FY1819,Mendocino,Access,Timeliness of services,1,0,0,0,1,,,,,
FY1819,Mendocino,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Mendocino,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Mendocino,Access,Other access issues,1,0,0,1,0,,,,,
FY1819,Mendocino,Access,All,3,0,0,2,1,,,,,
FY1819,Mendocino,Quality of Care,Staff behavior concerns,8,0,0,5,3,,,,,
FY1819,Mendocino,Quality of Care,Treatment issues or concerns,4,0,0,0,4,,,,,
FY1819,Mendocino,Quality of Care,Medication concern,2,0,0,0,2,,,,,
FY1819,Mendocino,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Mendocino,Quality of Care,Other quality of care issues,5,0,0,3,2,,,,,
FY1819,Mendocino,Quality of Care,All,19,0,0,8,11,,,,,
FY1819,Mendocino,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Mendocino,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1819,Mendocino,Other,Financial,0,0,0,0,0,,,,,
FY1819,Mendocino,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Mendocino,Other,Operational,1,0,0,0,1,,,,,
FY1819,Mendocino,Other,Patients' rights,1,0,0,0,1,,,,,
FY1819,Mendocino,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Mendocino,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Mendocino,Other,Other grievance not listed above,1,0,0,1,0,,,,,
FY1819,Mendocino,Other,All,3,0,0,1,2,,,,,
FY1819,Mendocino,All,All,26,0,0,12,14,,,,,
FY1819,Merced,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Merced,Access,Service not accessible,3,0,0,3,0,,,,,
FY1819,Merced,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Merced,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Merced,Access,Linguistic services,1,0,0,1,0,,,,,
FY1819,Merced,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Merced,Access,All,4,0,0,4,0,,,,,
FY1819,Merced,Quality of Care,Staff behavior concerns,34,0,0,34,0,,,,,
FY1819,Merced,Quality of Care,Treatment issues or concerns,15,0,0,15,0,,,,,
FY1819,Merced,Quality of Care,Medication concern,3,0,0,3,0,,,,,
FY1819,Merced,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Merced,Quality of Care,Other quality of care issues,6,0,0,6,0,,,,,
FY1819,Merced,Quality of Care,All,58,0,0,58,0,,,,,
FY1819,Merced,Change of Provider,All,1,0,0,1,0,,,,,
FY1819,Merced,Confidentiality Concern,All,2,0,0,2,0,,,,,
FY1819,Merced,Other,Financial,0,0,0,0,0,,,,,
FY1819,Merced,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Merced,Other,Operational,6,0,0,6,0,,,,,
FY1819,Merced,Other,Patients' rights,2,0,0,2,0,,,,,
FY1819,Merced,Other,Peer behaviors,5,0,0,5,0,,,,,
FY1819,Merced,Other,Physical environment,2,0,1,1,0,,,,,
FY1819,Merced,Other,Other grievance not listed above,15,0,1,14,0,,,,,
FY1819,Merced,Other,All,30,0,2,28,0,,,,,
FY1819,Merced,All,All,95,0,2,93,0,,,,,
FY1819,Modoc,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Modoc,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Modoc,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Modoc,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Modoc,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Modoc,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Modoc,Access,All,0,0,0,0,0,,,,,
FY1819,Modoc,Quality of Care,Staff behavior concerns,0,0,0,0,0,,,,,
FY1819,Modoc,Quality of Care,Treatment issues or concerns,0,0,0,0,0,,,,,
FY1819,Modoc,Quality of Care,Medication concern,0,0,0,0,0,,,,,
FY1819,Modoc,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Modoc,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1819,Modoc,Quality of Care,All,0,0,0,0,0,,,,,
FY1819,Modoc,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Modoc,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Modoc,Other,Financial,0,0,0,0,0,,,,,
FY1819,Modoc,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Modoc,Other,Operational,0,0,0,0,0,,,,,
FY1819,Modoc,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Modoc,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Modoc,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Modoc,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1819,Modoc,Other,All,0,0,0,0,0,,,,,
FY1819,Modoc,All,All,0,0,0,0,0,,,,,
FY1819,Mono,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Mono,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Mono,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Mono,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Mono,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Mono,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Mono,Access,All,0,0,0,0,0,,,,,
FY1819,Mono,Quality of Care,Staff behavior concerns,0,0,0,0,0,,,,,
FY1819,Mono,Quality of Care,Treatment issues or concerns,0,0,0,0,0,,,,,
FY1819,Mono,Quality of Care,Medication concern,0,0,0,0,0,,,,,
FY1819,Mono,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Mono,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1819,Mono,Quality of Care,All,0,0,0,0,0,,,,,
FY1819,Mono,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Mono,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Mono,Other,Financial,0,0,0,0,0,,,,,
FY1819,Mono,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Mono,Other,Operational,0,0,0,0,0,,,,,
FY1819,Mono,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Mono,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Mono,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Mono,Other,Other grievance not listed above,1,0,1,0,0,,,,,
FY1819,Mono,Other,All,1,0,1,0,0,,,,,
FY1819,Mono,All,All,1,0,1,0,0,,,,,
FY1819,Monterey,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Monterey,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Monterey,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Monterey,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Monterey,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Monterey,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Monterey,Access,All,0,0,0,0,0,,,,,
FY1819,Monterey,Quality of Care,Staff behavior concerns,1,0,0,1,0,,,,,
FY1819,Monterey,Quality of Care,Treatment issues or concerns,1,0,0,1,0,,,,,
FY1819,Monterey,Quality of Care,Medication concern,1,0,0,1,0,,,,,
FY1819,Monterey,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Monterey,Quality of Care,Other quality of care issues,6,0,0,6,0,,,,,
FY1819,Monterey,Quality of Care,All,9,0,0,9,0,,,,,
FY1819,Monterey,Change of Provider,All,2,0,0,2,0,,,,,
FY1819,Monterey,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Monterey,Other,Financial,0,0,0,0,0,,,,,
FY1819,Monterey,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Monterey,Other,Operational,0,0,0,0,0,,,,,
FY1819,Monterey,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Monterey,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Monterey,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Monterey,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1819,Monterey,Other,All,0,0,0,0,0,,,,,
FY1819,Monterey,All,All,11,0,0,11,0,,,,,
FY1819,Napa,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Napa,Access,Service not accessible,7,0,0,7,0,,,,,
FY1819,Napa,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Napa,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Napa,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Napa,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Napa,Access,All,7,0,0,7,0,,,,,
FY1819,Napa,Quality of Care,Staff behavior concerns,6,0,1,5,0,,,,,
FY1819,Napa,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY1819,Napa,Quality of Care,Medication concern,2,0,0,2,0,,,,,
FY1819,Napa,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Napa,Quality of Care,Other quality of care issues,1,0,0,1,0,,,,,
FY1819,Napa,Quality of Care,All,12,0,1,11,0,,,,,
FY1819,Napa,Change of Provider,All,0,0,0,0,0,,,,,
FY1819,Napa,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1819,Napa,Other,Financial,0,0,0,0,0,,,,,
FY1819,Napa,Other,Lost property,0,0,0,0,0,,,,,
FY1819,Napa,Other,Operational,1,0,0,1,0,,,,,
FY1819,Napa,Other,Patients' rights,0,0,0,0,0,,,,,
FY1819,Napa,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1819,Napa,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Napa,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1819,Napa,Other,All,1,0,0,1,0,,,,,
FY1819,Napa,All,All,20,0,1,19,0,,,,,
FY1819,Nevada,Access,Service not available,0,0,0,0,0,,,,,
FY1819,Nevada,Access,Service not accessible,0,0,0,0,0,,,,,
FY1819,Nevada,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1819,Nevada,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Nevada,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Nevada,Access,Other access issues,0,0,0,0,0,,,,,
FY1819,Nevada,Access,All,0,0,0,0,0,,,,,
FY1819,Nevada,Quality of Care,Staff behavior concerns,5,1,2,4,0,,,,,
FY1819,Nevada,Quality of Care,Treatment issues or concerns,6,0,0,5,1,,,,,
FY1819,Nevada,Quality of Care,Medication concern,3,0,0,3,0,,,,,
FY1819,Nevada,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Nevada,Quality of Care,Other quality of care issues,2,1,1,2,0,,,,,
FY1819,Nevada,Quality of Care,All,16,2,3,14,1,,,,,
FY1819,Nevada,Change of Provider,All,4,3,0,7,0,,,,,
FY1819,Nevada,Confidentiality Concern,All,2,0,0,2,0,,,,,
FY1819,Nevada,Other,Financial,2,0,0,2,0,,,,,
FY1819,Nevada,Other,Lost property,0,1,0,0,1,,,,,
FY1819,Nevada,Other,Operational,0,0,0,0,0,,,,,
FY1819,Nevada,Other,Patients' rights,2,2,0,4,0,,,,,
FY1819,Nevada,Other,Peer behaviors,3,0,0,3,0,,,,,
FY1819,Nevada,Other,Physical environment,0,0,0,0,0,,,,,
FY1819,Nevada,Other,Other grievance not listed above,3,4,0,7,0,,,,,
FY1819,Nevada,Other,All,10,7,0,16,1,,,,,
FY1819,Nevada,All,All,32,12,3,39,2,,,,,
FY1819,Orange,Access,Service not available,3,0,0,3,0,,,,,
FY1819,Orange,Access,Service not accessible,15,4,0,19,0,,,,,
FY1819,Orange,Access,Timeliness of services,11,8,0,19,0,,,,,
FY1819,Orange,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Orange,Access,Linguistic services,1,0,0,1,0,,,,,
FY1819,Orange,Access,Other access issues,5,6,0,11,0,,,,,
FY1819,Orange,Access,All,35,18,0,53,0,,,,,
FY1819,Orange,Quality of Care,Staff behavior concerns,196,57,0,253,0,,,,,
FY1819,Orange,Quality of Care,Treatment issues or concerns,102,25,0,127,0,,,,,
FY1819,Orange,Quality of Care,Medication concern,23,7,0,30,0,,,,,
FY1819,Orange,Quality of Care,Cultural appropriateness,2,2,0,4,0,,,,,
FY1819,Orange,Quality of Care,Other quality of care issues,33,18,0,51,0,,,,,
FY1819,Orange,Quality of Care,All,356,109,0,465,0,,,,,
FY1819,Orange,Change of Provider,All,17,21,0,38,0,,,,,
FY1819,Orange,Confidentiality Concern,All,1,2,0,3,0,,,,,
FY1819,Orange,Other,Financial,5,2,0,7,0,,,,,
FY1819,Orange,Other,Lost property,21,5,0,26,0,,,,,
FY1819,Orange,Other,Operational,12,0,0,12,0,,,,,
FY1819,Orange,Other,Patients' rights,20,5,0,25,0,,,,,
FY1819,Orange,Other,Peer behaviors,16,2,0,18,0,,,,,
FY1819,Orange,Other,Physical environment,6,1,0,7,0,,,,,
FY1819,Orange,Other,Other grievance not listed above,140,26,9,156,1,,,,,
FY1819,Orange,Other,All,220,41,9,251,1,,,,,
FY1819,Orange,All,All,629,191,9,810,1,,,,,
FY1819,Placer-Sierra,Access,Service not available,1,4,0,2,3,,,,,
FY1819,Placer-Sierra,Access,Service not accessible,0,3,0,2,1,,,,,
FY1819,Placer-Sierra,Access,Timeliness of services,1,2,0,3,0,,,,,
FY1819,Placer-Sierra,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1819,Placer-Sierra,Access,Linguistic services,0,0,0,0,0,,,,,
FY1819,Placer-Sierra,Access,Other access issues,1,5,0,5,1,,,,,
FY1819,Placer-Sierra,Access,All,3,14,0,12,5,,,,,
FY1819,Placer-Sierra,Quality of Care,Staff behavior concerns,5,8,0,8,5,,,,,
FY1819,Placer-Sierra,Quality of Care,Treatment issues or concerns,2,2,0,4,0,,,,,
FY1819,Placer-Sierra,Quality of Care,Medication concern,2,5,0,7,0,,,,,
FY1819,Placer-Sierra,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1819,Placer-Sierra,Quality of Care,Other quality of care issues,0,6,0,3,3,,,,,
FY1819,Placer-Sierra,Quality of Care,All,9,21,0,22,8,,,,,
FY1819,Placer-Sierra,Change of Provider,All,1,4,0,5,0,,,,,
