Report Year,Geography,Notice of Adverse Benefit Determination Category,Appeal Count,Unresolved as of June 30,Decision Upheld,Decision Overturned
FY1819,San Diego,Denial Notice,2,0,1,1
FY1819,San Diego,Payment Denial Notice,0,0,0,0
FY1819,San Diego,Delivery System Notice,1,0,0,1
FY1819,San Diego,Modification Notice,0,0,0,0
FY1819,San Diego,Termination Notice,0,0,0,0
FY1819,San Diego,Authorization Delay Notice,0,0,0,0
FY1819,San Diego,Timely Access Notice,0,0,0,0
FY1819,San Diego,Financial Liability Notice,0,0,0,0
FY1819,San Diego,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,San Diego,All,3,0,1,2
FY1819,San Francisco,Denial Notice,0,0,0,0
FY1819,San Francisco,Payment Denial Notice,0,0,0,0
FY1819,San Francisco,Delivery System Notice,0,0,0,0
FY1819,San Francisco,Modification Notice,0,0,0,0
FY1819,San Francisco,Termination Notice,3,0,3,0
FY1819,San Francisco,Authorization Delay Notice,0,0,0,0
FY1819,San Francisco,Timely Access Notice,0,0,0,0
FY1819,San Francisco,Financial Liability Notice,0,0,0,0
FY1819,San Francisco,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,San Francisco,All,3,0,3,0
FY1819,San Joaquin,Denial Notice,0,0,0,0
FY1819,San Joaquin,Payment Denial Notice,0,0,0,0
FY1819,San Joaquin,Delivery System Notice,0,0,0,0
FY1819,San Joaquin,Modification Notice,0,0,0,0
FY1819,San Joaquin,Termination Notice,0,0,0,0
FY1819,San Joaquin,Authorization Delay Notice,0,0,0,0
FY1819,San Joaquin,Timely Access Notice,0,0,0,0
FY1819,San Joaquin,Financial Liability Notice,0,0,0,0
FY1819,San Joaquin,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,San Joaquin,All,0,0,0,0
FY1819,San Luis Obispo,Denial Notice,4,0,1,3
FY1819,San Luis Obispo,Payment Denial Notice,0,0,0,0
FY1819,San Luis Obispo,Delivery System Notice,3,0,3,0
FY1819,San Luis Obispo,Modification Notice,0,0,0,0
FY1819,San Luis Obispo,Termination Notice,0,0,0,0
FY1819,San Luis Obispo,Authorization Delay Notice,0,0,0,0
FY1819,San Luis Obispo,Timely Access Notice,0,0,0,0
FY1819,San Luis Obispo,Financial Liability Notice,0,0,0,0
FY1819,San Luis Obispo,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,San Luis Obispo,All,7,0,4,3
FY1819,San Mateo,Denial Notice,0,0,0,0
FY1819,San Mateo,Payment Denial Notice,1,0,1,0
FY1819,San Mateo,Delivery System Notice,0,0,0,0
FY1819,San Mateo,Modification Notice,0,0,0,0
FY1819,San Mateo,Termination Notice,0,0,0,0
FY1819,San Mateo,Authorization Delay Notice,0,0,0,0
FY1819,San Mateo,Timely Access Notice,0,0,0,0
FY1819,San Mateo,Financial Liability Notice,0,0,0,0
FY1819,San Mateo,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,San Mateo,All,1,0,1,0
FY1819,Santa Barbara,Denial Notice,1,0,0,1
FY1819,Santa Barbara,Payment Denial Notice,0,0,0,0
FY1819,Santa Barbara,Delivery System Notice,0,0,0,0
FY1819,Santa Barbara,Modification Notice,0,0,0,0
FY1819,Santa Barbara,Termination Notice,1,0,0,1
FY1819,Santa Barbara,Authorization Delay Notice,0,0,0,0
FY1819,Santa Barbara,Timely Access Notice,0,0,0,0
FY1819,Santa Barbara,Financial Liability Notice,0,0,0,0
FY1819,Santa Barbara,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Santa Barbara,All,2,0,0,2
FY1819,Santa Clara,Denial Notice,0,0,0,0
FY1819,Santa Clara,Payment Denial Notice,0,0,0,0
FY1819,Santa Clara,Delivery System Notice,0,0,0,0
FY1819,Santa Clara,Modification Notice,0,0,0,0
FY1819,Santa Clara,Termination Notice,0,0,0,0
FY1819,Santa Clara,Authorization Delay Notice,1,0,0,1
FY1819,Santa Clara,Timely Access Notice,0,0,0,0
FY1819,Santa Clara,Financial Liability Notice,0,0,0,0
FY1819,Santa Clara,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Santa Clara,All,1,0,0,1
FY1819,Santa Cruz,Denial Notice,0,0,0,0
FY1819,Santa Cruz,Payment Denial Notice,0,0,0,0
FY1819,Santa Cruz,Delivery System Notice,0,0,0,0
FY1819,Santa Cruz,Modification Notice,0,0,0,0
FY1819,Santa Cruz,Termination Notice,2,0,1,1
FY1819,Santa Cruz,Authorization Delay Notice,0,0,0,0
FY1819,Santa Cruz,Timely Access Notice,0,0,0,0
FY1819,Santa Cruz,Financial Liability Notice,0,0,0,0
FY1819,Santa Cruz,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Santa Cruz,All,2,0,1,1
FY1819,Shasta,Denial Notice,0,0,0,0
FY1819,Shasta,Payment Denial Notice,0,0,0,0
FY1819,Shasta,Delivery System Notice,0,0,0,0
FY1819,Shasta,Modification Notice,0,0,0,0
FY1819,Shasta,Termination Notice,0,0,0,0
FY1819,Shasta,Authorization Delay Notice,0,0,0,0
FY1819,Shasta,Timely Access Notice,0,0,0,0
FY1819,Shasta,Financial Liability Notice,0,0,0,0
FY1819,Shasta,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Shasta,All,0,0,0,0
FY1819,Siskiyou,Denial Notice,0,0,0,0
FY1819,Siskiyou,Payment Denial Notice,0,0,0,0
FY1819,Siskiyou,Delivery System Notice,0,0,0,0
FY1819,Siskiyou,Modification Notice,0,0,0,0
FY1819,Siskiyou,Termination Notice,0,0,0,0
FY1819,Siskiyou,Authorization Delay Notice,0,0,0,0
FY1819,Siskiyou,Timely Access Notice,0,0,0,0
FY1819,Siskiyou,Financial Liability Notice,0,0,0,0
FY1819,Siskiyou,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Siskiyou,All,0,0,0,0
FY1819,Solano,Denial Notice,0,0,0,0
FY1819,Solano,Payment Denial Notice,0,0,0,0
FY1819,Solano,Delivery System Notice,0,0,0,0
FY1819,Solano,Modification Notice,0,0,0,0
FY1819,Solano,Termination Notice,1,0,1,0
FY1819,Solano,Authorization Delay Notice,0,0,0,0
FY1819,Solano,Timely Access Notice,0,0,0,0
FY1819,Solano,Financial Liability Notice,0,0,0,0
FY1819,Solano,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Solano,All,1,0,1,0
FY1819,Sonoma,Denial Notice,0,0,0,0
FY1819,Sonoma,Payment Denial Notice,4,0,1,3
FY1819,Sonoma,Delivery System Notice,0,0,0,0
FY1819,Sonoma,Modification Notice,0,0,0,0
FY1819,Sonoma,Termination Notice,0,0,0,0
FY1819,Sonoma,Authorization Delay Notice,0,0,0,0
FY1819,Sonoma,Timely Access Notice,0,0,0,0
FY1819,Sonoma,Financial Liability Notice,0,0,0,0
FY1819,Sonoma,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Sonoma,All,4,0,1,3
FY1819,Stanislaus,Denial Notice,0,0,0,0
FY1819,Stanislaus,Payment Denial Notice,0,0,0,0
FY1819,Stanislaus,Delivery System Notice,1,0,0,1
FY1819,Stanislaus,Modification Notice,0,0,0,0
FY1819,Stanislaus,Termination Notice,0,0,0,0
FY1819,Stanislaus,Authorization Delay Notice,0,0,0,0
FY1819,Stanislaus,Timely Access Notice,0,0,0,0
FY1819,Stanislaus,Financial Liability Notice,0,0,0,0
FY1819,Stanislaus,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Stanislaus,All,1,0,0,1
FY1819,Sutter-Yuba,Denial Notice,0,0,0,0
FY1819,Sutter-Yuba,Payment Denial Notice,0,0,0,0
FY1819,Sutter-Yuba,Delivery System Notice,0,0,0,0
FY1819,Sutter-Yuba,Modification Notice,0,0,0,0
FY1819,Sutter-Yuba,Termination Notice,0,0,0,0
FY1819,Sutter-Yuba,Authorization Delay Notice,0,0,0,0
FY1819,Sutter-Yuba,Timely Access Notice,0,0,0,0
FY1819,Sutter-Yuba,Financial Liability Notice,0,0,0,0
FY1819,Sutter-Yuba,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Sutter-Yuba,All,0,0,0,0
FY1819,Tehama,Denial Notice,3,1,0,2
FY1819,Tehama,Payment Denial Notice,0,0,0,0
FY1819,Tehama,Delivery System Notice,0,0,0,0
FY1819,Tehama,Modification Notice,0,0,0,0
FY1819,Tehama,Termination Notice,0,0,0,0
FY1819,Tehama,Authorization Delay Notice,0,0,0,0
FY1819,Tehama,Timely Access Notice,0,0,0,0
FY1819,Tehama,Financial Liability Notice,0,0,0,0
FY1819,Tehama,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Tehama,All,3,1,0,2
FY1819,Trinity,Denial Notice,0,0,0,0
FY1819,Trinity,Payment Denial Notice,0,0,0,0
FY1819,Trinity,Delivery System Notice,0,0,0,0
FY1819,Trinity,Modification Notice,0,0,0,0
FY1819,Trinity,Termination Notice,0,0,0,0
FY1819,Trinity,Authorization Delay Notice,0,0,0,0
FY1819,Trinity,Timely Access Notice,0,0,0,0
FY1819,Trinity,Financial Liability Notice,0,0,0,0
FY1819,Trinity,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Trinity,All,0,0,0,0
FY1819,Tulare,Denial Notice,0,0,0,0
FY1819,Tulare,Payment Denial Notice,0,0,0,0
FY1819,Tulare,Delivery System Notice,37,0,27,10
FY1819,Tulare,Modification Notice,0,0,0,0
FY1819,Tulare,Termination Notice,4,0,3,1
FY1819,Tulare,Authorization Delay Notice,0,0,0,0
FY1819,Tulare,Timely Access Notice,0,0,0,0
FY1819,Tulare,Financial Liability Notice,0,0,0,0
FY1819,Tulare,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Tulare,All,41,0,30,11
FY1819,Tuolumne,Denial Notice,0,0,0,0
FY1819,Tuolumne,Payment Denial Notice,0,0,0,0
FY1819,Tuolumne,Delivery System Notice,0,0,0,0
FY1819,Tuolumne,Modification Notice,0,0,0,0
FY1819,Tuolumne,Termination Notice,0,0,0,0
FY1819,Tuolumne,Authorization Delay Notice,0,0,0,0
FY1819,Tuolumne,Timely Access Notice,0,0,0,0
FY1819,Tuolumne,Financial Liability Notice,0,0,0,0
FY1819,Tuolumne,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Tuolumne,All,0,0,0,0
FY1819,Ventura,Denial Notice,0,0,0,0
FY1819,Ventura,Payment Denial Notice,0,0,0,0
FY1819,Ventura,Delivery System Notice,0,0,0,0
FY1819,Ventura,Modification Notice,0,0,0,0
FY1819,Ventura,Termination Notice,0,0,0,0
FY1819,Ventura,Authorization Delay Notice,0,0,0,0
FY1819,Ventura,Timely Access Notice,0,0,0,0
FY1819,Ventura,Financial Liability Notice,0,0,0,0
FY1819,Ventura,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Ventura,All,0,0,0,0
FY1819,Yolo,Denial Notice,0,0,0,0
FY1819,Yolo,Payment Denial Notice,0,0,0,0
FY1819,Yolo,Delivery System Notice,2,0,1,1
FY1819,Yolo,Modification Notice,0,0,0,0
FY1819,Yolo,Termination Notice,0,0,0,0
FY1819,Yolo,Authorization Delay Notice,0,0,0,0
FY1819,Yolo,Timely Access Notice,0,0,0,0
FY1819,Yolo,Financial Liability Notice,0,0,0,0
FY1819,Yolo,Grievance and Appeal Timely Resolution Notice,0,0,0,0
FY1819,Yolo,All,2,0,1,1
