County,Year,Quarter,Medication_Assisted_Treatment,members,status,annotation,annotation_description,Date_of_Data,CDO Approval Number
Santa Clara,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Clara,2014,Q1,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Santa Clara,2014,Q2,Naltrexone,17,F,,,5/4/2023,CDO-23-0670
Santa Clara,2014,Q3,Naltrexone,33,F,,,5/4/2023,CDO-23-0670
Santa Clara,2014,Q4,Naltrexone,37,F,,,5/4/2023,CDO-23-0670
Santa Clara,2015,Q1,Naltrexone,34,F,,,5/4/2023,CDO-23-0670
Santa Clara,2015,Q2,Naltrexone,31,F,,,5/4/2023,CDO-23-0670
Santa Clara,2015,Q3,Naltrexone,45,F,,,5/4/2023,CDO-23-0670
Santa Clara,2015,Q4,Naltrexone,37,F,,,5/4/2023,CDO-23-0670
Santa Clara,2016,Q1,Naltrexone,46,F,,,5/4/2023,CDO-23-0670
Santa Clara,2016,Q2,Naltrexone,53,F,,,5/4/2023,CDO-23-0670
Santa Clara,2016,Q3,Naltrexone,53,F,,,5/4/2023,CDO-23-0670
Santa Clara,2016,Q4,Naltrexone,52,F,,,5/4/2023,CDO-23-0670
Santa Clara,2017,Q1,Naltrexone,71,F,,,5/4/2023,CDO-23-0670
Santa Clara,2017,Q2,Naltrexone,98,F,,,5/4/2023,CDO-23-0670
Santa Clara,2017,Q3,Naltrexone,118,F,,,5/4/2023,CDO-23-0670
Santa Clara,2017,Q4,Naltrexone,110,F,,,5/4/2023,CDO-23-0670
Santa Clara,2018,Q1,Naltrexone,108,F,,,5/4/2023,CDO-23-0670
Santa Clara,2018,Q2,Naltrexone,127,F,,,5/4/2023,CDO-23-0670
Santa Clara,2018,Q3,Naltrexone,157,F,,,5/4/2023,CDO-23-0670
Santa Clara,2018,Q4,Naltrexone,172,F,,,5/4/2023,CDO-23-0670
Santa Clara,2019,Q1,Naltrexone,176,F,,,5/4/2023,CDO-23-0670
Santa Clara,2019,Q2,Naltrexone,172,F,,,5/4/2023,CDO-23-0670
Santa Clara,2019,Q3,Naltrexone,161,F,,,5/4/2023,CDO-23-0670
Santa Clara,2019,Q4,Naltrexone,159,F,,,5/4/2023,CDO-23-0670
Santa Clara,2020,Q1,Naltrexone,196,F,,,5/4/2023,CDO-23-0670
Santa Clara,2020,Q2,Naltrexone,194,F,,,5/4/2023,CDO-23-0670
Santa Clara,2020,Q3,Naltrexone,197,F,,,5/4/2023,CDO-23-0670
Santa Clara,2020,Q4,Naltrexone,185,F,,,5/4/2023,CDO-23-0670
Santa Clara,2021,Q1,Naltrexone,204,F,,,5/4/2023,CDO-23-0670
Santa Clara,2021,Q2,Naltrexone,238,F,,,5/4/2023,CDO-23-0670
Santa Clara,2021,Q3,Naltrexone,257,F,,,5/4/2023,CDO-23-0670
Santa Clara,2021,Q4,Naltrexone,247,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2010,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2011,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2011,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2012,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2012,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2012,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2013,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2013,Q2,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2013,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Santa Cruz,2014,Q2,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2014,Q3,Naltrexone,24,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2014,Q4,Naltrexone,29,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2015,Q1,Naltrexone,35,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2015,Q2,Naltrexone,46,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2015,Q3,Naltrexone,57,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2015,Q4,Naltrexone,55,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2016,Q1,Naltrexone,52,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2016,Q2,Naltrexone,62,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2016,Q3,Naltrexone,54,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2016,Q4,Naltrexone,55,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2017,Q1,Naltrexone,57,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2017,Q2,Naltrexone,73,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2017,Q3,Naltrexone,70,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2017,Q4,Naltrexone,87,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2018,Q1,Naltrexone,73,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2018,Q2,Naltrexone,85,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2018,Q3,Naltrexone,87,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2018,Q4,Naltrexone,94,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2019,Q1,Naltrexone,100,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2019,Q2,Naltrexone,122,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2019,Q3,Naltrexone,122,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2019,Q4,Naltrexone,141,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2020,Q1,Naltrexone,143,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2020,Q2,Naltrexone,145,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2020,Q3,Naltrexone,122,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2020,Q4,Naltrexone,122,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2021,Q1,Naltrexone,125,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2021,Q2,Naltrexone,142,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2021,Q3,Naltrexone,135,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2021,Q4,Naltrexone,156,F,,,5/4/2023,CDO-23-0670
Shasta,2010,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2010,Q2,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2010,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2011,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2011,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2012,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2013,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2013,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Shasta,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Shasta,2015,Q1,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Shasta,2015,Q2,Naltrexone,19,F,,,5/4/2023,CDO-23-0670
Shasta,2015,Q3,Naltrexone,23,F,,,5/4/2023,CDO-23-0670
Shasta,2015,Q4,Naltrexone,18,F,,,5/4/2023,CDO-23-0670
Shasta,2016,Q1,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Shasta,2016,Q2,Naltrexone,24,F,,,5/4/2023,CDO-23-0670
Shasta,2016,Q3,Naltrexone,25,F,,,5/4/2023,CDO-23-0670
Shasta,2016,Q4,Naltrexone,24,F,,,5/4/2023,CDO-23-0670
Shasta,2017,Q1,Naltrexone,31,F,,,5/4/2023,CDO-23-0670
Shasta,2017,Q2,Naltrexone,33,F,,,5/4/2023,CDO-23-0670
Shasta,2017,Q3,Naltrexone,42,F,,,5/4/2023,CDO-23-0670
Shasta,2017,Q4,Naltrexone,45,F,,,5/4/2023,CDO-23-0670
Shasta,2018,Q1,Naltrexone,50,F,,,5/4/2023,CDO-23-0670
Shasta,2018,Q2,Naltrexone,36,F,,,5/4/2023,CDO-23-0670
Shasta,2018,Q3,Naltrexone,44,F,,,5/4/2023,CDO-23-0670
Shasta,2018,Q4,Naltrexone,56,F,,,5/4/2023,CDO-23-0670
Shasta,2019,Q1,Naltrexone,64,F,,,5/4/2023,CDO-23-0670
Shasta,2019,Q2,Naltrexone,85,F,,,5/4/2023,CDO-23-0670
Shasta,2019,Q3,Naltrexone,93,F,,,5/4/2023,CDO-23-0670
Shasta,2019,Q4,Naltrexone,93,F,,,5/4/2023,CDO-23-0670
Shasta,2020,Q1,Naltrexone,118,F,,,5/4/2023,CDO-23-0670
Shasta,2020,Q2,Naltrexone,101,F,,,5/4/2023,CDO-23-0670
Shasta,2020,Q3,Naltrexone,87,F,,,5/4/2023,CDO-23-0670
Shasta,2020,Q4,Naltrexone,79,F,,,5/4/2023,CDO-23-0670
Shasta,2021,Q1,Naltrexone,91,F,,,5/4/2023,CDO-23-0670
Shasta,2021,Q2,Naltrexone,106,F,,,5/4/2023,CDO-23-0670
Shasta,2021,Q3,Naltrexone,94,F,,,5/4/2023,CDO-23-0670
Shasta,2021,Q4,Naltrexone,96,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2010,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2010,Q2,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2010,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2010,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2011,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2011,Q2,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2011,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2011,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2012,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2012,Q2,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2012,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2012,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2013,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2013,Q2,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2013,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2013,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2014,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2014,Q2,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2014,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2014,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2016,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2016,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2016,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2017,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2017,Q2,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2017,Q3,Naltrexone,11,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2017,Q4,Naltrexone,17,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2018,Q1,Naltrexone,27,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2018,Q2,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2018,Q3,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2018,Q4,Naltrexone,30,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2019,Q1,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2019,Q2,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2019,Q3,Naltrexone,17,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2019,Q4,Naltrexone,27,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2020,Q1,Naltrexone,23,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2020,Q2,Naltrexone,29,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2020,Q3,Naltrexone,32,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2020,Q4,Naltrexone,35,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2021,Q1,Naltrexone,27,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2021,Q2,Naltrexone,31,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2021,Q3,Naltrexone,27,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2021,Q4,Naltrexone,30,F,,,5/4/2023,CDO-23-0670
Solano,2010,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2010,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Solano,2010,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Solano,2011,Q1,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Solano,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2011,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Solano,2011,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Solano,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2015,Q2,Naltrexone,11,F,,,5/4/2023,CDO-23-0670
Solano,2015,Q3,Naltrexone,11,F,,,5/4/2023,CDO-23-0670
Solano,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Solano,2016,Q1,Naltrexone,18,F,,,5/4/2023,CDO-23-0670
Solano,2016,Q2,Naltrexone,17,F,,,5/4/2023,CDO-23-0670
Solano,2016,Q3,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Solano,2016,Q4,Naltrexone,26,F,,,5/4/2023,CDO-23-0670
Solano,2017,Q1,Naltrexone,23,F,,,5/4/2023,CDO-23-0670
Solano,2017,Q2,Naltrexone,24,F,,,5/4/2023,CDO-23-0670
Solano,2017,Q3,Naltrexone,22,F,,,5/4/2023,CDO-23-0670
Solano,2017,Q4,Naltrexone,39,F,,,5/4/2023,CDO-23-0670
Solano,2018,Q1,Naltrexone,40,F,,,5/4/2023,CDO-23-0670
Solano,2018,Q2,Naltrexone,41,F,,,5/4/2023,CDO-23-0670
Solano,2018,Q3,Naltrexone,47,F,,,5/4/2023,CDO-23-0670
Solano,2018,Q4,Naltrexone,61,F,,,5/4/2023,CDO-23-0670
Solano,2019,Q1,Naltrexone,56,F,,,5/4/2023,CDO-23-0670
Solano,2019,Q2,Naltrexone,63,F,,,5/4/2023,CDO-23-0670
Solano,2019,Q3,Naltrexone,48,F,,,5/4/2023,CDO-23-0670
Solano,2019,Q4,Naltrexone,53,F,,,5/4/2023,CDO-23-0670
Solano,2020,Q1,Naltrexone,73,F,,,5/4/2023,CDO-23-0670
Solano,2020,Q2,Naltrexone,71,F,,,5/4/2023,CDO-23-0670
Solano,2020,Q3,Naltrexone,62,F,,,5/4/2023,CDO-23-0670
Solano,2020,Q4,Naltrexone,62,F,,,5/4/2023,CDO-23-0670
Solano,2021,Q1,Naltrexone,71,F,,,5/4/2023,CDO-23-0670
Solano,2021,Q2,Naltrexone,77,F,,,5/4/2023,CDO-23-0670
Solano,2021,Q3,Naltrexone,82,F,,,5/4/2023,CDO-23-0670
Solano,2021,Q4,Naltrexone,86,F,,,5/4/2023,CDO-23-0670
Sonoma,2010,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2011,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Sonoma,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2013,Q3,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Sonoma,2013,Q4,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Sonoma,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Sonoma,2014,Q3,Naltrexone,17,F,,,5/4/2023,CDO-23-0670
Sonoma,2014,Q4,Naltrexone,15,F,,,5/4/2023,CDO-23-0670
Sonoma,2015,Q1,Naltrexone,15,F,,,5/4/2023,CDO-23-0670
Sonoma,2015,Q2,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Sonoma,2015,Q3,Naltrexone,28,F,,,5/4/2023,CDO-23-0670
Sonoma,2015,Q4,Naltrexone,30,F,,,5/4/2023,CDO-23-0670
Sonoma,2016,Q1,Naltrexone,18,F,,,5/4/2023,CDO-23-0670
Sonoma,2016,Q2,Naltrexone,36,F,,,5/4/2023,CDO-23-0670
Sonoma,2016,Q3,Naltrexone,35,F,,,5/4/2023,CDO-23-0670
Sonoma,2016,Q4,Naltrexone,43,F,,,5/4/2023,CDO-23-0670
Sonoma,2017,Q1,Naltrexone,62,F,,,5/4/2023,CDO-23-0670
Sonoma,2017,Q2,Naltrexone,68,F,,,5/4/2023,CDO-23-0670
Sonoma,2017,Q3,Naltrexone,46,F,,,5/4/2023,CDO-23-0670
Sonoma,2017,Q4,Naltrexone,65,F,,,5/4/2023,CDO-23-0670
Sonoma,2018,Q1,Naltrexone,69,F,,,5/4/2023,CDO-23-0670
Sonoma,2018,Q2,Naltrexone,76,F,,,5/4/2023,CDO-23-0670
Sonoma,2018,Q3,Naltrexone,69,F,,,5/4/2023,CDO-23-0670
Sonoma,2018,Q4,Naltrexone,95,F,,,5/4/2023,CDO-23-0670
Sonoma,2019,Q1,Naltrexone,108,F,,,5/4/2023,CDO-23-0670
Sonoma,2019,Q2,Naltrexone,118,F,,,5/4/2023,CDO-23-0670
Sonoma,2019,Q3,Naltrexone,115,F,,,5/4/2023,CDO-23-0670
Sonoma,2019,Q4,Naltrexone,118,F,,,5/4/2023,CDO-23-0670
Sonoma,2020,Q1,Naltrexone,124,F,,,5/4/2023,CDO-23-0670
Sonoma,2020,Q2,Naltrexone,114,F,,,5/4/2023,CDO-23-0670
Sonoma,2020,Q3,Naltrexone,109,F,,,5/4/2023,CDO-23-0670
Sonoma,2020,Q4,Naltrexone,127,F,,,5/4/2023,CDO-23-0670
Sonoma,2021,Q1,Naltrexone,148,F,,,5/4/2023,CDO-23-0670
Sonoma,2021,Q2,Naltrexone,159,F,,,5/4/2023,CDO-23-0670
Sonoma,2021,Q3,Naltrexone,152,F,,,5/4/2023,CDO-23-0670
Sonoma,2021,Q4,Naltrexone,147,F,,,5/4/2023,CDO-23-0670
Stanislaus,2010,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2011,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2016,Q1,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2016,Q3,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2016,Q4,Naltrexone,12,F,,,5/4/2023,CDO-23-0670
