County,Year,Medication_Assisted_Treatment,members,status,annotation,annotation_description,Date_of_Data,CDO Approval Number
Colusa,2011,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2013,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2015,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2016,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2017,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2018,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2019,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2020,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2021,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2022,Naltrexone,11,F,,,1/10/2025,CDO-25-0612
Colusa,2023,Naltrexone,18,F,,,10/17/2025,
Colusa,2024,Naltrexone,21,F,,,10/17/2025,
Contra Costa,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2012,Naltrexone,13,F,,,5/4/2023,CDO-23-0670
Contra Costa,2013,Naltrexone,11,F,,,5/4/2023,CDO-23-0670
Contra Costa,2014,Naltrexone,62,F,,,5/4/2023,CDO-23-0670
Contra Costa,2015,Naltrexone,108,F,,,5/4/2023,CDO-23-0670
Contra Costa,2016,Naltrexone,181,F,,,5/4/2023,CDO-23-0670
Contra Costa,2017,Naltrexone,281,F,,,5/4/2023,CDO-23-0670
Contra Costa,2018,Naltrexone,350,F,,,5/4/2023,CDO-23-0670
Contra Costa,2019,Naltrexone,395,F,,,5/4/2023,CDO-23-0670
Contra Costa,2020,Naltrexone,433,F,,,5/4/2023,CDO-23-0670
Contra Costa,2021,Naltrexone,482,F,,,5/4/2023,CDO-23-0670
Contra Costa,2022,Naltrexone,582,F,,,1/10/2025,CDO-25-0612
Contra Costa,2023,Naltrexone,760,F,,,10/17/2025,
Contra Costa,2024,Naltrexone,867,F,,,10/17/2025,
Del Norte,2010,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2011,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2013,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2014,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Del Norte,2015,Naltrexone,13,F,,,5/4/2023,CDO-23-0670
Del Norte,2016,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2017,Naltrexone,18,F,,,5/4/2023,CDO-23-0670
Del Norte,2018,Naltrexone,26,F,,,5/4/2023,CDO-23-0670
Del Norte,2019,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Del Norte,2020,Naltrexone,34,F,,,5/4/2023,CDO-23-0670
Del Norte,2021,Naltrexone,30,F,,,5/4/2023,CDO-23-0670
Del Norte,2022,Naltrexone,45,F,,,1/10/2025,CDO-25-0612
Del Norte,2023,Naltrexone,65,F,,,10/17/2025,
Del Norte,2024,Naltrexone,69,F,,,10/17/2025,
El Dorado,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2015,Naltrexone,23,F,,,5/4/2023,CDO-23-0670
El Dorado,2016,Naltrexone,40,F,,,5/4/2023,CDO-23-0670
El Dorado,2017,Naltrexone,40,F,,,5/4/2023,CDO-23-0670
El Dorado,2018,Naltrexone,47,F,,,5/4/2023,CDO-23-0670
El Dorado,2019,Naltrexone,126,F,,,5/4/2023,CDO-23-0670
El Dorado,2020,Naltrexone,173,F,,,5/4/2023,CDO-23-0670
El Dorado,2021,Naltrexone,204,F,,,5/4/2023,CDO-23-0670
El Dorado,2022,Naltrexone,213,F,,,1/10/2025,CDO-25-0612
El Dorado,2023,Naltrexone,295,F,,,10/17/2025,
El Dorado,2024,Naltrexone,351,F,,,10/17/2025,
Fresno,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2014,Naltrexone,23,F,,,5/4/2023,CDO-23-0670
Fresno,2015,Naltrexone,37,F,,,5/4/2023,CDO-23-0670
Fresno,2016,Naltrexone,52,F,,,5/4/2023,CDO-23-0670
Fresno,2017,Naltrexone,75,F,,,5/4/2023,CDO-23-0670
Fresno,2018,Naltrexone,124,F,,,5/4/2023,CDO-23-0670
Fresno,2019,Naltrexone,178,F,,,5/4/2023,CDO-23-0670
Fresno,2020,Naltrexone,218,F,,,5/4/2023,CDO-23-0670
Fresno,2021,Naltrexone,275,F,,,5/4/2023,CDO-23-0670
Fresno,2022,Naltrexone,453,F,,,1/10/2025,CDO-25-0612
Fresno,2023,Naltrexone,613,F,,,10/17/2025,
Fresno,2024,Naltrexone,808,F,,,10/17/2025,
Glenn,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Glenn,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2015,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2016,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2017,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2018,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2019,Naltrexone,14,F,,,5/4/2023,CDO-23-0670
Glenn,2020,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2021,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2022,Naltrexone,26,F,,,1/10/2025,CDO-25-0612
Glenn,2023,Naltrexone,30,F,,,10/17/2025,
Glenn,2024,Naltrexone,30,F,,,10/17/2025,
Humboldt,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Humboldt,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2014,Naltrexone,12,F,,,5/4/2023,CDO-23-0670
Humboldt,2015,Naltrexone,35,F,,,5/4/2023,CDO-23-0670
Humboldt,2016,Naltrexone,66,F,,,5/4/2023,CDO-23-0670
Humboldt,2017,Naltrexone,97,F,,,5/4/2023,CDO-23-0670
Humboldt,2018,Naltrexone,229,F,,,5/4/2023,CDO-23-0670
Humboldt,2019,Naltrexone,269,F,,,5/4/2023,CDO-23-0670
Humboldt,2020,Naltrexone,330,F,,,5/4/2023,CDO-23-0670
Humboldt,2021,Naltrexone,332,F,,,5/4/2023,CDO-23-0670
Humboldt,2022,Naltrexone,351,F,,,1/10/2025,CDO-25-0612
Humboldt,2023,Naltrexone,394,F,,,10/17/2025,
Humboldt,2024,Naltrexone,432,F,,,10/17/2025,
Imperial,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Imperial,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Imperial,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Imperial,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Imperial,2014,Naltrexone,13,F,,,5/4/2023,CDO-23-0670
Imperial,2015,Naltrexone,29,F,,,5/4/2023,CDO-23-0670
Imperial,2016,Naltrexone,28,F,,,5/4/2023,CDO-23-0670
Imperial,2017,Naltrexone,33,F,,,5/4/2023,CDO-23-0670
Imperial,2018,Naltrexone,45,F,,,5/4/2023,CDO-23-0670
Imperial,2019,Naltrexone,72,F,,,5/4/2023,CDO-23-0670
Imperial,2020,Naltrexone,91,F,,,5/4/2023,CDO-23-0670
Imperial,2021,Naltrexone,122,F,,,5/4/2023,CDO-23-0670
Imperial,2022,Naltrexone,166,F,,,1/10/2025,CDO-25-0612
Imperial,2023,Naltrexone,189,F,,,10/17/2025,
Imperial,2024,Naltrexone,204,F,,,10/17/2025,
Inyo,2023,Naltrexone,51,F,,,10/17/2025,
Inyo,2024,Naltrexone,41,F,,,10/17/2025,
Inyo / Mono,2010,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2011,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2013,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2015,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2016,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2017,Naltrexone,11,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2018,Naltrexone,15,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2019,Naltrexone,26,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2020,Naltrexone,41,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2021,Naltrexone,41,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2022,Naltrexone,66,F,,,1/10/2025,CDO-25-0612
Kern,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kern,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kern,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kern,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kern,2014,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Kern,2015,Naltrexone,33,F,,,5/4/2023,CDO-23-0670
Kern,2016,Naltrexone,53,F,,,5/4/2023,CDO-23-0670
Kern,2017,Naltrexone,72,F,,,5/4/2023,CDO-23-0670
Kern,2018,Naltrexone,106,F,,,5/4/2023,CDO-23-0670
Kern,2019,Naltrexone,158,F,,,5/4/2023,CDO-23-0670
Kern,2020,Naltrexone,190,F,,,5/4/2023,CDO-23-0670
Kern,2021,Naltrexone,258,F,,,5/4/2023,CDO-23-0670
Kern,2022,Naltrexone,415,F,,,1/10/2025,CDO-25-0612
Kern,2023,Naltrexone,623,F,,,10/17/2025,
Kern,2024,Naltrexone,911,F,,,10/17/2025,
Kings,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2013,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Kings,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2015,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2016,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2017,Naltrexone,16,F,,,5/4/2023,CDO-23-0670
Kings,2018,Naltrexone,21,F,,,5/4/2023,CDO-23-0670
Kings,2019,Naltrexone,31,F,,,5/4/2023,CDO-23-0670
Kings,2020,Naltrexone,37,F,,,5/4/2023,CDO-23-0670
Kings,2021,Naltrexone,44,F,,,5/4/2023,CDO-23-0670
Kings,2022,Naltrexone,48,F,,,1/10/2025,CDO-25-0612
Kings,2023,Naltrexone,79,F,,,10/17/2025,
Kings,2024,Naltrexone,97,F,,,10/17/2025,
Lake,2010,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Lake,2011,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Lake,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lake,2013,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Lake,2014,Naltrexone,15,F,,,5/4/2023,CDO-23-0670
Lake,2015,Naltrexone,26,F,,,5/4/2023,CDO-23-0670
Lake,2016,Naltrexone,43,F,,,5/4/2023,CDO-23-0670
Lake,2017,Naltrexone,52,F,,,5/4/2023,CDO-23-0670
Lake,2018,Naltrexone,60,F,,,5/4/2023,CDO-23-0670
Lake,2019,Naltrexone,87,F,,,5/4/2023,CDO-23-0670
Lake,2020,Naltrexone,89,F,,,5/4/2023,CDO-23-0670
Lake,2021,Naltrexone,87,F,,,5/4/2023,CDO-23-0670
Lake,2022,Naltrexone,103,F,,,1/10/2025,CDO-25-0612
Lake,2023,Naltrexone,162,F,,,10/17/2025,
Lake,2024,Naltrexone,217,F,,,10/17/2025,
Lassen,2023,Naltrexone,33,F,,,10/17/2025,
Lassen,2024,Naltrexone,26,F,,,10/17/2025,
Lassen / Modoc,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lassen / Modoc,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lassen / Modoc,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lassen / Modoc,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lassen / Modoc,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lassen / Modoc,2015,Naltrexone,16,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2016,Naltrexone,12,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2017,Naltrexone,16,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2018,Naltrexone,23,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2019,Naltrexone,36,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2020,Naltrexone,65,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2021,Naltrexone,97,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2022,Naltrexone,44,F,,,1/10/2025,CDO-25-0612
Los Angeles,2010,Naltrexone,47,F,,,5/4/2023,CDO-23-0670
Los Angeles,2011,Naltrexone,47,F,,,5/4/2023,CDO-23-0670
Los Angeles,2012,Naltrexone,38,F,,,5/4/2023,CDO-23-0670
Los Angeles,2013,Naltrexone,46,F,,,5/4/2023,CDO-23-0670
Los Angeles,2014,Naltrexone,322,F,,,5/4/2023,CDO-23-0670
Los Angeles,2015,Naltrexone,563,F,,,5/4/2023,CDO-23-0670
Los Angeles,2016,Naltrexone,806,F,,,5/4/2023,CDO-23-0670
Los Angeles,2017,Naltrexone,1393,F,,,5/4/2023,CDO-23-0670
Los Angeles,2018,Naltrexone,2208,F,,,5/4/2023,CDO-23-0670
Los Angeles,2019,Naltrexone,3367,F,,,5/4/2023,CDO-23-0670
Los Angeles,2020,Naltrexone,3773,F,,,5/4/2023,CDO-23-0670
Los Angeles,2021,Naltrexone,5220,F,,,5/4/2023,CDO-23-0670
Los Angeles,2022,Naltrexone,6918,F,,,1/10/2025,CDO-25-0612
Los Angeles,2023,Naltrexone,9334,F,,,10/17/2025,
Los Angeles,2024,Naltrexone,11841,F,,,10/17/2025,
Madera,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Madera,2011,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Madera,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Madera,2013,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Madera,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Madera,2015,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Madera,2016,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Madera,2017,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Madera,2018,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Madera,2019,Naltrexone,19,F,,,5/4/2023,CDO-23-0670
Madera,2020,Naltrexone,22,F,,,5/4/2023,CDO-23-0670
Madera,2021,Naltrexone,23,F,,,5/4/2023,CDO-23-0670
Madera,2022,Naltrexone,36,F,,,1/10/2025,CDO-25-0612
Madera,2023,Naltrexone,58,F,,,10/17/2025,
Madera,2024,Naltrexone,60,F,,,10/17/2025,
Marin,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Marin,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Marin,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Marin,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Marin,2014,Naltrexone,30,F,,,5/4/2023,CDO-23-0670
Marin,2015,Naltrexone,76,F,,,5/4/2023,CDO-23-0670
Marin,2016,Naltrexone,78,F,,,5/4/2023,CDO-23-0670
Marin,2017,Naltrexone,131,F,,,5/4/2023,CDO-23-0670
Marin,2018,Naltrexone,157,F,,,5/4/2023,CDO-23-0670
Marin,2019,Naltrexone,136,F,,,5/4/2023,CDO-23-0670
Marin,2020,Naltrexone,112,F,,,5/4/2023,CDO-23-0670
Marin,2021,Naltrexone,137,F,,,5/4/2023,CDO-23-0670
Marin,2022,Naltrexone,155,F,,,1/10/2025,CDO-25-0612
Marin,2023,Naltrexone,179,F,,,10/17/2025,
Marin,2024,Naltrexone,228,F,,,10/17/2025,
Mariposa,2023,Naltrexone,28,F,,,10/17/2025,
Mariposa,2024,Naltrexone,31,F,,,10/17/2025,
Mendocino,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2015,Naltrexone,16,F,,,5/4/2023,CDO-23-0670
Mendocino,2016,Naltrexone,31,F,,,5/4/2023,CDO-23-0670
Mendocino,2017,Naltrexone,50,F,,,5/4/2023,CDO-23-0670
Mendocino,2018,Naltrexone,45,F,,,5/4/2023,CDO-23-0670
Mendocino,2019,Naltrexone,71,F,,,5/4/2023,CDO-23-0670
Mendocino,2020,Naltrexone,79,F,,,5/4/2023,CDO-23-0670
Mendocino,2021,Naltrexone,109,F,,,5/4/2023,CDO-23-0670
Mendocino,2022,Naltrexone,125,F,,,1/10/2025,CDO-25-0612
Mendocino,2023,Naltrexone,154,F,,,10/17/2025,
Mendocino,2024,Naltrexone,179,F,,,10/17/2025,
Merced,2023,Naltrexone,147,F,,,10/17/2025,
Merced,2024,Naltrexone,160,F,,,10/17/2025,
Merced/Mariposa,2010,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2011,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2012,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2013,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2015,Naltrexone,15,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2016,Naltrexone,15,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2017,Naltrexone,28,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2018,Naltrexone,33,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2019,Naltrexone,32,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2020,Naltrexone,37,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2021,Naltrexone,33,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2022,Naltrexone,132,F,,,1/10/2025,CDO-25-0612
Modoc,2023,Naltrexone,,F,1,cell suppressed for small numbers,10/17/2025,
Modoc,2024,Naltrexone,16,F,,,10/17/2025,
Mono,2023,Naltrexone,15,F,,,10/17/2025,
Mono,2024,Naltrexone,,F,2,Complementary cell suppression,10/17/2025,
Monterey,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Monterey,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Monterey,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Monterey,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Monterey,2014,Naltrexone,54,F,,,5/4/2023,CDO-23-0670
Monterey,2015,Naltrexone,133,F,,,5/4/2023,CDO-23-0670
Monterey,2016,Naltrexone,168,F,,,5/4/2023,CDO-23-0670
Monterey,2017,Naltrexone,155,F,,,5/4/2023,CDO-23-0670
Monterey,2018,Naltrexone,177,F,,,5/4/2023,CDO-23-0670
Monterey,2019,Naltrexone,201,F,,,5/4/2023,CDO-23-0670
Monterey,2020,Naltrexone,196,F,,,5/4/2023,CDO-23-0670
Monterey,2021,Naltrexone,226,F,,,5/4/2023,CDO-23-0670
Monterey,2022,Naltrexone,362,F,,,1/10/2025,CDO-25-0612
Monterey,2023,Naltrexone,532,F,,,10/17/2025,
Monterey,2024,Naltrexone,566,F,,,10/17/2025,
Napa,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Napa,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Napa,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Napa,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Napa,2014,Naltrexone,15,F,,,5/4/2023,CDO-23-0670
Napa,2015,Naltrexone,16,F,,,5/4/2023,CDO-23-0670
Napa,2016,Naltrexone,20,F,,,5/4/2023,CDO-23-0670
Napa,2017,Naltrexone,49,F,,,5/4/2023,CDO-23-0670
Napa,2018,Naltrexone,42,F,,,5/4/2023,CDO-23-0670
Napa,2019,Naltrexone,58,F,,,5/4/2023,CDO-23-0670
Napa,2020,Naltrexone,57,F,,,5/4/2023,CDO-23-0670
Napa,2021,Naltrexone,74,F,,,5/4/2023,CDO-23-0670
Napa,2022,Naltrexone,101,F,,,1/10/2025,CDO-25-0612
Napa,2023,Naltrexone,129,F,,,10/17/2025,
Napa,2024,Naltrexone,157,F,,,10/17/2025,
Nevada,2010,Naltrexone,0,F,,,5/4/2023,CDO-23-0670
Nevada,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Nevada,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Nevada,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Nevada,2014,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Nevada,2015,Naltrexone,32,F,,,5/4/2023,CDO-23-0670
Nevada,2016,Naltrexone,39,F,,,5/4/2023,CDO-23-0670
Nevada,2017,Naltrexone,51,F,,,5/4/2023,CDO-23-0670
Nevada,2018,Naltrexone,56,F,,,5/4/2023,CDO-23-0670
Nevada,2019,Naltrexone,81,F,,,5/4/2023,CDO-23-0670
Nevada,2020,Naltrexone,87,F,,,5/4/2023,CDO-23-0670
Nevada,2021,Naltrexone,124,F,,,5/4/2023,CDO-23-0670
Nevada,2022,Naltrexone,167,F,,,1/10/2025,CDO-25-0612
Nevada,2023,Naltrexone,195,F,,,10/17/2025,
Nevada,2024,Naltrexone,197,F,,,10/17/2025,
Orange,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Orange,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Orange,2012,Naltrexone,12,F,,,5/4/2023,CDO-23-0670
Orange,2013,Naltrexone,12,F,,,5/4/2023,CDO-23-0670
Orange,2014,Naltrexone,77,F,,,5/4/2023,CDO-23-0670
Orange,2015,Naltrexone,191,F,,,5/4/2023,CDO-23-0670
Orange,2016,Naltrexone,287,F,,,5/4/2023,CDO-23-0670
Orange,2017,Naltrexone,497,F,,,5/4/2023,CDO-23-0670
Orange,2018,Naltrexone,602,F,,,5/4/2023,CDO-23-0670
Orange,2019,Naltrexone,730,F,,,5/4/2023,CDO-23-0670
Orange,2020,Naltrexone,765,F,,,5/4/2023,CDO-23-0670
Orange,2021,Naltrexone,917,F,,,5/4/2023,CDO-23-0670
Orange,2022,Naltrexone,1167,F,,,1/10/2025,CDO-25-0612
Orange,2023,Naltrexone,1557,F,,,10/17/2025,
Orange,2024,Naltrexone,1963,F,,,10/17/2025,
Placer,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Placer,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Placer,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Placer,2013,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Placer,2014,Naltrexone,16,F,,,5/4/2023,CDO-23-0670
Placer,2015,Naltrexone,29,F,,,5/4/2023,CDO-23-0670
Placer,2016,Naltrexone,65,F,,,5/4/2023,CDO-23-0670
Placer,2017,Naltrexone,77,F,,,5/4/2023,CDO-23-0670
Placer,2018,Naltrexone,143,F,,,5/4/2023,CDO-23-0670
Placer,2019,Naltrexone,143,F,,,5/4/2023,CDO-23-0670
Placer,2020,Naltrexone,203,F,,,5/4/2023,CDO-23-0670
Placer,2021,Naltrexone,211,F,,,5/4/2023,CDO-23-0670
Placer,2022,Naltrexone,237,F,,,1/10/2025,CDO-25-0612
Placer,2023,Naltrexone,304,F,,,10/17/2025,
Placer,2024,Naltrexone,302,F,,,10/17/2025,
Plumas,2023,Naltrexone,33,F,,,10/17/2025,
Plumas,2024,Naltrexone,33,F,,,10/17/2025,
Plumas / Sierra,2010,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2011,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2012,Naltrexone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
