X,Y,OBJECTID,County_Code,Application_Number,Legal_Entity_Name,Facility_Name,Facility_Address1,Facility_Address2,Additional_Facility_Locations,Facility_City,Facility_State,Facility_Zip,Facility_Phone,Type_of_Application,Program_Code,Treatment_Capacity,Total_Capacity,Expiration_Date,Target_Population,Incident_Medical_Services,Adolescent_Waiver,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Latitude,Longitude,CountyName
-117.150805144,32.705545897,1758,37,370110CN,"ST. VINCENT DE PAUL VILLAGE, INC.",FATHER JOE'S VILLAGES DETOX PROGRAM,16 15TH STREET,SUITES 200,,SAN DIEGO,CA,92101,(619) 645-6405,Licensed,RES-DETOX,44,44,9/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.705577748225,-117.150355371251,San Diego County
-117.228762795,32.824248147,1759,37,370116CP,"ABC SOBER LIVING., LLC",SOLEDAD HOUSE,4747 MORENA BOULEVARD,SUITE 200,,SAN DIEGO ,CA,92117,(866) 314-3181,Certified,NON,0,0,8/31/2027,1.3 --- WOMEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.823978500824,-117.228881398788,San Diego County
-117.0639553,32.7637551130001,1760,37,370111AP,"JC SERVICE AND ENTERPRISES, INC.",SAN DIEGO TREATMENT AND RECOVERY CENTER,6244 EL CAJON BOULEVARD,SUITE 26,,SAN DIEGO,CA,92115,(888) 397-4773,Certified,NON,0,0,9/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.76343584655,-117.063810125489,San Diego County
-117.164240748,32.7328820070001,1761,37,370120AN,SAN DIEGO AMERICAN INDIAN HEALTH CENTER,SAN DIEGO AMERICAN INDIAN HEALTH CENTER,2630 FIRST AVENUE,SUITE 200,,SAN DIEGO,CA,92103,(619) 234-2158 X 102,Certified,NON,0,0,4/30/2027,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.732883264652,-117.163967498189,San Diego County
-117.21269938,33.0650937520001,1762,37,370122CP,"ATON CENTER, INC.",ATON CENTER,3238 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,(858) 759-5017,Licensed and Certified,RES-DETOX,6,8,3/31/2028,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.064544905473,-117.212059086753,San Diego County
-117.212177607,33.0652932,1763,37,370122AP,"ATON CENTER, INC.",ATON CENTER,3250 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,(858) 759-5017,Licensed and Certified,RES-DETOX,6,7,11/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.064741251555,-117.211832104815,San Diego County
-117.210907413,33.064366245,1764,37,370122DP,"ATON CENTER, INC.",ATON CENTER,3462 WESTERN SPRINGS ROAD,,,ENCINITAS,CA,92024,(858) 759-5017,Licensed and Certified,RES-DETOX,6,6,12/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.064332717594,-117.210503237886,San Diego County
-117.37691637,33.1971259100001,1765,37,370135CP,"WEST COAST MEN'S, LLC",WEST COAST RECOVERY CENTERS,801 MISSION AVENUE,,,OCEANSIDE,CA,92054,(855) 927-2687,Certified,NON,0,0,7/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.197335793263,-117.377052743629,San Diego County
-116.871464642,32.713474633,1766,37,370136AP,PACIFIC BAY RECOVERY INC,PACIFIC BAY RECOVERY,13967 CAMPO ROAD,SUITE 202A,,JAMUL,CA,91935,(619) 461-3717,Certified,NON-DETOX,0,0,5/31/2026,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.713485445228,-116.871068094331,San Diego County
-116.89008898,32.735473901,1767,37,370136CP,PACIFIC BAY RECOVERY INC,PACIFIC BAY RECOVERY,13510 JAMUL DRIVE,,13518 JAMUL DRIVE,JAMUL,CA,91935,(619) 350-8220,Licensed and Certified,RES-DETOX,12,12,10/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.734717266976,-116.890296599311,San Diego County
-117.211923887,33.064010266,1768,37,370122FP,"ATON CENTER, INC.",ATON CENTER,3225 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,(858) 759-5017,Licensed and Certified,RES-DETOX,6,6,5/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.064006410103,-117.212198813079,San Diego County
-117.150805144,32.705545897,1769,37,370110AN,"ST. VINCENT DE PAUL VILLAGE, INC.",ST. VINCENT DE PAUL VILLAGE RECOVERY SERVICES,"16 15TH STREET, PAUL MIRABILE CENTER BUILDING",GROUP ROOM 200 & 207 AND THE THERAPY ROOM 233 & 234,,SAN DIEGO,CA,92101,(619) 645-6405,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.705577748225,-117.150355371251,San Diego County
-117.210821583,33.065229204,1770,37,370122EP,"ATON CENTER, INC.",ATON CENTER,3262 COUNTRY ROSE CIRCLE,,,ENCINITAS,CA,92024,(858) 759-5017,Licensed and Certified,RES-DETOX,6,6,4/30/2028,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.064885546018,-117.210841028584,San Diego County
-117.069007827,32.767869203,1771,37,370136FP,PACIFIC BAY RECOVERY INC,PACIFIC BAY RECOVERY,4971 CRESITA DRIVE,,,SAN DIEGO,CA,92115,(619) 461-3717,Licensed and Certified,RES-DETOX,6,6,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.767801309362,-117.069236485785,San Diego County
-116.743680349,32.609027569,1772,37,370139AN,"GENESIS RECOVERY, INC.","GENESIS RECOVERY, INC.",18985 HIGHWAY 94,,,DULZURA,CA,91917,(808) 848-1766,Licensed,RES,24,31,9/30/2026,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.608895805948,-116.743521344263,San Diego County
-117.174679235,32.7580288070001,1773,37,370140AP,"COMMUNITY BEHAVIORAL HEALTH SOLUTIONS, INC.",CONFIDENTIAL RECOVERY,4420 HOTEL CIRCLE COURT,SUITE 300,,SAN DIEGO ,CA,92108,(619) 452-1200 X 3,Certified,NON,0,0,8/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.758389144558,-117.17443004119,San Diego County
-117.231263117,32.8648185280001,1774,37,370141BP,"PRACTICAL RECOVERY PSYCHOLOGY GROUP, INC.",PRPG IOP,8950 VILLA LA JOLLA DRIVE,SUITE A220,,LA JOLLA,CA,92037,(858) 546-1100,Certified,NON,0,0,5/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.865928543203,-117.233417684786,San Diego County
-117.203044937,32.770214669,1775,37,370142EN,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",SOLUTIONS FOR RECOVERY AT NORTH CENTRAL BEHAVIORAL HEALTH CENTER,4930 NAPLES ST,,,SAN DIEGO,CA,92110,(619) 269-8969,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.770491439277,-117.20287796911,San Diego County
-117.181122069,33.097778858,1776,37,370148AP,WINDRIVER RECOVERY LLC ,PRESENT MOMENTS RECOVERY,1809 WINDRIVER STREET,,,SAN MARCOS,CA,92078,(619) 363-4767,Licensed and Certified,RES-DETOX,6,7,4/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.097797130746,-117.181331448807,San Diego County
-117.135983509,32.770193588,1777,37,370138FP,"APEX RECOVERY, LLC","APEX RECOVERY, LLC",2810 CAMINO DEL RIO SOUTH ,SUITE 106,,SAN DIEGO,CA,92108,(619) 914-2690,Certified,NON-DETOX,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.769806344421,-117.135890385665,San Diego County
-117.160910031,32.7235729820001,1778,37,370142CN,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",SOLUTIONS FOR RECOVERY,1750 5TH AVENUE,,,SAN DIEGO,CA,92101,(619) 515-2588,Certified,NON-DETOX,0,0,11/30/2025,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.723583123984,-117.160236042533,San Diego County
-117.377868051,33.1989277260001,1779,37,370151CP,CROWNVIEW CO-OCCURRING INSTITUTE INCORPORATED,CROWNVIEW CO-OCCURRING INSTITUTE INCORPORATED,315 NORTH CLEMENTINE STREET,,,OCEANSIDE,CA,92054,(760) 231-1170,Certified,NON,0,0,6/30/2026,1.12 --- WOMEN/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.199061249941,-117.377707370267,San Diego County
-117.376682347,33.198158393,1780,37,370151DP,CROWNVIEW CO-OCCURRING INSTITUTE INCORPORATED,CROWNVIEW CO-OCCURRING INST,212 NORTH CLEMENTINE STREET,,,OCEANSIDE,CA,92054,(760) 231-1170,Certified,NON,0,0,9/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.198069461248,-117.376791395888,San Diego County
-117.245350833,33.094364238,1781,37,370154AP,KALI WEST LLC,VILLA KALI MA,2912 MANAGUA PLACE,,,CARLSBAD,CA,92009,(760) 683-5152,Licensed and Certified,RES-DETOX,6,6,7/31/2026,1.3 --- WOMEN ONLY,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.094767240386,-117.24608223757,San Diego County
-117.272480036,32.843425983,1782,37,370159AP,"LA JOLLA RECOVERY, INC.",LA JOLLA RECOVERY,7632 HERSCHEL AVENUE,,7634 HERSCHEL AVENUE,LA JOLLA,CA,92037,(858) 345-7926,Certified,NON,0,0,8/31/2026,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.843512735722,-117.272205109369,San Diego County
-117.244504428,32.8021410870001,1783,37,370159DP,"LA JOLLA RECOVERY, INC.",LA JOLLA RECOVERY,1446 DIAMOND STREET,,"1448, AND 1450 DIAMOND STREET",SAN DIEGO,CA,92109,(858) 345-7926,Licensed,RES-DETOX,18,18,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.801995744371,-117.244472576885,San Diego County
-117.266803643,32.821235691,1784,37,370159CP,"LA JOLLA RECOVERY, INC.",LA JOLLA RECOVERY,5978 LA JOLLA CORONA DRIVE,,,LA JOLLA,CA,92037-7447,(858) 877-3422,Licensed,RES-DETOX,6,6,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.821331160525,-117.266850414344,San Diego County
-117.23790083,32.9301244920001,1785,37,370167AN,HAZELDEN BETTY FORD FOUNDATION,BETTY FORD CENTER - SAN DIEGO,11720 EL CAMINO REAL,SUITE 200,,SAN DIEGO,CA,92130,(888) 338-9773,Certified,NON,0,0,5/31/2027,1.7 --- FAMILIES,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.929937240169,-117.237641744892,San Diego County
-117.239131628,33.038392613,1786,37,370169AP,"CALIFORNIA COASTAL RECOVERY CENTERS, LLC",IMMERSIVE RECOVERY,2236 ENCINITAS BOULEVARD ,"UNITS B, C-2, D, E, F, G, H",,ENCINITAS,CA,92024,(858) 342-9151,Certified,NON,0,0,4/30/2027,1.7 --- FAMILIES,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.037586022652,-117.239429688658,San Diego County
-117.229563937,32.983114087,1787,37,370154BP,KALI WEST LLC,VILLA KALI MA,3790 VIA DE LA VALLE,SUITE 313,,DEL MAR ,CA,92014,(760) 814-8214,Certified,NON,0,0,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.98287436505,-117.229533762312,San Diego County
-117.135022188,32.6935229790001,1788,37,370175AP,"CORECIVIC OF TENNESSEE, LLC","CORECIVIC OF TENNESSEE, LLC ",2727 BOSTON AVENUE,,2761 BOSTON AVENUE,SAN DIEGO,CA,92113,(619) 232-1067,Licensed,RES,120,120,10/31/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.693810478176,-117.135025457076,San Diego County
-117.026588273,32.946721456,1789,37,370171CP,"RESTORE TREATMENT CENTERS, LLC",RESTORE DETOX CENTERS,14099 SKY MOUNTAIN TRAIL,,,POWAY,CA,92064,(818) 614-5167,Licensed,RES-DETOX,6,6,3/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.946556165324,-117.025189165504,San Diego County
-117.287320195,33.0547306190001,1790,37,370177BP,"BOLD HEALTH MEDICAL GROUP, A PROFESSIONAL CORPORATION",BOLD HEALTH ,561 SAXONY PLACE,SUITE 101,"617 SAXONY PLACE, SUITE 103",ENCINITAS,CA,92024,(760) 503-4703,Certified,NON,0,0,9/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.054789376005,-117.287134787667,San Diego County
-117.356608113,33.19501031,1791,37,370180AP,"MISSION TREATMENT SERVICES, INC.",OCEANSIDE COMPREHENSIVE TREATMENT CENTER,1905 APPLE STREET,SUITE 3,,OCEANSIDE,CA,92054,(760) 547-1280,Certified,NON,0,0,3/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.19501031025,-117.35660811274,San Diego County
-117.129809985,32.758186009,1792,37,370178AN,EPISCOPAL COMMUNITY SERVICES,CENTRAL EAST REGIONAL RECOVERY CENTER,4443 30TH STREET,,,SAN DIEGO,CA,92116,(619) 597-7335,Certified,NON-DETOX,0,0,2/29/2028,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.758188439886,-117.13016437233,San Diego County
-117.070579434,33.1265415680001,1793,37,370180BP,"MISSION TREATMENT SERVICES, INC.",ESCONDIDO COMPREHENSIVE TREATMENT CENTER,161 N. DATE STREET,,,ESCONDIDO,CA,92025,(760) 745-7786,Certified,NON,0,0,2/28/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.126647012833,-117.070335940025,San Diego County
-117.06582723,32.7091364950001,1794,37,370181BN,SAN DIEGO SECOND CHANCE PROGRAM,REENTRY COURT PROGRAM,6145 IMPERIAL AVENUE,SUITE A-H,,SAN DIEGO,CA,92114,(619) 234-8888,Certified,NON,0,0,10/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.709477638225,-117.065869894375,San Diego County
-117.13690753,32.83268206,1795,37,370180CP,"MISSION TREATMENT SERVICES, INC.",SAN DIEGO COMPREHENSIVE TREATMENT CENTER,8898 CLAIREMONT MESA BLVD.,SUITE H,,SAN DIEGO,CA,92123,(858) 715-1211,Certified,NON,0,0,2/28/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.831509012185,-117.136907529615,San Diego County
-117.06582723,32.7091364950001,1796,37,370181CN,SAN DIEGO SECOND CHANCE PROGRAM,CENTRAL DRUG COURT,6145 IMPERIAL AVENUE,SUITE I - N,,SAN DIEGO ,CA,92114,(619) 234-8888,Certified,NON,0,0,12/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.709477638225,-117.065869894375,San Diego County
-117.227721595,32.823840325,1797,37,370184AP,"REFRESH RECOVERY, LLC",REFRESH RECOVERY,4141 JUTLAND DRIVE,SUITE 110,,SAN DIEGO,CA,92117,(619) 455-1318,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.824199238244,-117.228002053326,San Diego County
-117.141249419,32.7148048020001,1798,37,370182AP,"BH-SD DD OPCO, LLC",JACKSON HOUSE RECOVERY CENTER,2456 E STREET,,,SAN DIEGO,CA,92102,(619) 889-3399,Licensed and Certified,RES-DETOX,35,35,7/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.714804802044,-117.141249418921,San Diego County
-117.133444043,32.7173454370001,1799,37,370183BP,28TH STREET DETOX LLC,RADAR RECOVERY CENTER ,1119 28TH STREET,,,SAN DIEGO,CA,92102,(619) 485-1034,Licensed and Certified,RES-DETOX,37,37,2/28/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.71734359335,-117.133781834102,San Diego County
-117.058407737,32.9981068820001,1800,37,370185BP,BRILLIANT START WELLNESS,BRILLIANT START WELLNESS,15644 POMERADO RD,SUITE 200,,POWAY,CA,92064,(858) 524-6008,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.998099589254,-117.058000544579,San Diego County
-117.276409556,33.02036666,1801,37,370189AP,AKASHA CENTER LIMITED LIABILITY COMPANY,THE AKASHA CENTER,2281 CAMBRIDGE AVENUE,,,CARDIFF BY THE SEA,CA,92007,(760) 704-8178,Licensed and Certified,RES-DETOX,6,6,10/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.02026741813,-117.276550371794,San Diego County
-117.023388984,32.7635039910001,1802,37,370190BP,RHOMBUS,RHOMBUS COUNSELING,8058 LA MESA BLVD,,,LA MESA,CA,91942,(760) 303-4181,Certified,NON,0,0,11/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.763393853215,-117.023395102948,San Diego County
-117.251920988,32.7956301080001,1803,37,370196AP,MENTAL HEALTH CENTER OF SAN DIEGO LLC,MENTAL HEALTH CENTER OF SAN DIEGO,960 GRAND AVENUE,,,SAN DIEGO,CA,92109,(619) 450-1874,Certified,NON,0,0,12/31/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.795431792175,-117.251883688034,San Diego County
-117.343027497,33.1663655830001,1804,37,370201AP,CARLSBAD MENTAL HEALTH SERVICES LLC,CARLSBAD MENTAL HEALTH SERVICES,2850 PIO PICO DRIVE,SUITES E & F,,CARLSBAD,CA,92008,(949) 359-5669,Certified,NON,0,0,1/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.166260473973,-117.343228327736,San Diego County
-117.348310024,33.160199017,1805,37,370199AP,LATITUDE TELEHEALTH SERVICES LLC,LATITUDE RECOVERY CENTER,560 CARLSBAD VILLAGE DRIVE ,"SUITES 200, 201",,CARLSBAD,CA,92008,(760) 808-2504,Certified,NON,0,0,11/30/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.159939848427,-117.348171052219,San Diego County
-117.231574001,32.802138991,1806,37,370202AP,PACIFIC BEACH HEALTH LLC,PACIFIC BEACH HEALTH LLC,2108 GARNET AVE,UNIT A,,SAN DIEGO,CA,92109,(858) 922-9359,Certified,NON,0,0,11/30/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.801866579243,-117.231512813471,San Diego County
-117.242711958,33.2036199990001,1807,37,370204AN,"NORTH COUNTY LIFELINE, INC.",TRUE LIFE RECOVERY,200 MICHIGAN AVE,,,VISTA ,CA,92084,(760) 726-4900,Certified,NON,0,0,5/31/2026,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.203943121808,-117.242237039489,San Diego County
-117.224009082,32.80780235,1808,37,370207AP,COASTAL DETOX OF SOUTHERN CALIFORNIA LLC,COASTAL DETOX OF SOUTHERN CALIFORNIA ,2572 PICO WAY,,2574 PICO WAY,SAN DIEGO,CA,92109,(530) 945-7546,Licensed and Certified,RES-DETOX,12,12,5/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.807593640316,-117.22399617416,San Diego County
-117.253092694,32.795822179,1809,37,370202BP,PACIFIC BEACH HEALTH LLC,PACIFIC BEACH HEALTH,4425 BAYARD ST.,200,,SAN DIEGO,CA,92109,(858) 922-9359,Certified,NON,0,0,12/31/2026,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.795764930917,-117.253272904667,San Diego County
-117.181445191,32.9836353160001,1810,37,370186AP,"VILLA OASIS SAN DIEGO, INC. ",VILLA OASIS,14980 RANCHO SANTA FE FARMS ROAD,,,RANCHO SANTA FE,CA,92067,(619) 313-5675,Licensed,RES-DETOX,6,6,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.983155284535,-117.18117277938,San Diego County
-117.227199486,32.8242909780001,1811,37,370208AP,WEST SIDE RECOVERY INC,WEST SIDE RECOVERY INC,4241 JUTLAND DRIVE,SUITE 101,,SAN DIEGO,CA,92117,(619) 796-9611,Certified,NON,0,0,6/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.824621728074,-117.227453541582,San Diego County
-117.186090274,33.259115616,1812,37,370211CP,"JRA, INC.",LUCID OCEANSIDE,6880 PAKAMA LANE,,,VISTA,CA,92084,(760) 907-3422,Licensed and Certified,RES-DETOX,10,10,2/28/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.258566517969,-117.186047191353,San Diego County
-116.991555103,32.786325693,1813,37,370213AP,"SD HEALTH HOLDINGS, LLC",RIGHT PATH RECOVERY,5935 JOEL LANE,,,LA MESA,CA,91942,(858) 999-0163,Licensed,RES-DETOX,6,6,4/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.786437507154,-116.991688123435,San Diego County
-117.225490165,32.8473676990001,1814,37,370213BP,"SD HEALTH HOLDINGS, LLC",RIGHT PATH RECOVERY,2821 LANGE AVE,,,SAN DIEGO,CA,92122,(858) 999-0163,Licensed,RES-DETOX,6,6,4/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.847453697048,-117.225742878963,San Diego County
-117.125574191,32.8275224110001,1815,37,370213CP,"SD HEALTH HOLDINGS, LLC",RIGHT PATH RECOVERY,4885 GREENCRAIG LANE,,,SAN DIEGO,CA,92123,(747) 265-9704,Certified,NON,0,0,11/30/2027,1.1 --- CO-ED,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.827521573206,-117.125267413038,San Diego County
-117.386377508,33.208052034,1816,37,370211BP,"JRA, INC.",LUCID OCEANSIDE,1421 N COAST HWY,,,OCEANSIDE,CA,92054,(760) 907-3422,Certified,NON-DETOX,0,0,10/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.208052034103,-117.386377508391,San Diego County
-117.149104205,32.8304911560001,1817,37,370215AP,ASSURE RECOVERY CENTER CORPORATION,ASSURE RECOVERY CENTER,4858 MERCURY ST.,SUITE 100,,SAN DIEGO ,CA,92111,(978) 912-4411,Certified,NON,0,0,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.830498028933,-117.148900524317,San Diego County
-116.963436332,32.951644274,1818,37,370210AP,SAN DIEGO DETOX LLC,SAN DIEGO DETOX LLC,16916 DEER HILL ESTATES,,16916B DEER HILL ESTATES AND 16925 & 16925B DEER HILL ESTATES,LAKESIDE,CA,92040,(619) 433-4971,Licensed and Certified,RES-DETOX,24,24,8/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.950735507976,-116.963068198861,San Diego County
-117.085686977,32.7072317070001,1819,37,370218AN,THE NEIGHBORHOOD HOUSE ASSOCIATION,HEALING OAKS CLINIC ,286 EUCLID AVENUE,"SUITE 101,102,104 AND 301",,SAN DIEGO,CA,92114,(858) 244-8144,Certified,NON,0,0,12/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.707232964554,-117.085123293607,San Diego County
-117.048427322,32.768930142,1820,37,370221AN,CENTER FOR POSITIVE CHANGES,CENTER FOR PROGRESSIVE WELLNESS,6950 EL CAJON BLVD,,,SAN DIEGO,CA,92115,(619) 660-3886,Certified,NON,0,0,8/31/2027,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.768764934861,-117.048425728943,San Diego County
-117.352564674,33.1643991810001,1821,37,370220AP,WORTHY RECOVERY CENTER LLC,WORTHY WELLNESS CENTER ,2562 STATE STREET,SUITE D,,CARLSBAD,CA,92008,(516) 776-8595,Certified,NON,0,0,8/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.164399181156,-117.35256467369,San Diego County
-117.137590822,32.7687320360001,1822,37,370214AP,BAYVIEW RECOVERY CENTER LLC,BAYVIEW RECOVERY CENTER,2515 CAMINO DEL RIO SOUTH,"SUITE 300, 305 & 310",,SAN DIEGO,CA,92108,(619) 400-7476,Certified,NON,0,0,6/30/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.769097905964,-117.13790782594,San Diego County
-116.962758236,32.792177183,1823,37,370223AP,"ZION HEALING CENTER SOCAL, LLC",ZION HEALING CENTER SOCAL,330 SOUTH MAGNOLIA AVE,SUITE 203,,EL CAJON,CA,92020,(619) 350-0302,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.792179529924,-116.962356910558,San Diego County
-116.978230978,33.303828208,1824,37,370222AP,INNER-TRIBAL TREATMENT,INNER-TRIBAL TREATMENT,16160  HIGHWAY 76,SUITE 401,,PAUMA VALLEY,CA,92061,(760) 638-3665,Certified,NON,0,0,8/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.303534422677,-116.978537923181,San Diego County
-117.102179964,32.754683002,1825,37,370216BN,HEALTHY SOLUTIONS,HEAL BEHAVIOR HEALTH,4283 CALJON BOULEVARD,SUITE 245,,SAN DIEGO,CA,92105,(619) 213-9356,Certified,NON,0,0,8/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.755044262276,-117.102177700541,San Diego County
-117.272642477,32.8458856940001,1826,37,370225AP,PROTECTED ROOTS INTREGRATIVE TREATMENT CENTER LLC,PROTECTED ROOTS INTEGRATIVE TREATMENT CENTER LLC,7817 HERSCHEL AVE,SUITE 101-102,,LA JOLLA,CA,92037,(858) 295-1815,Certified,NON,0,0,9/30/2027,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.845805982522,-117.272878008556,San Diego County
