Health Care Delivery System,Health Care Delivery System Id,Fiscal Year,Demographic Group,MH Service Description,Units,Amount MH Service Received,Amount MH Service Received Suppression Identifier,Medi-Cal Delivery System,Population Category,Demographic Category
Statewide,STATE,2022/23,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,40880,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,78158313.6,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1911.896125,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,124,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,3555.71,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,28.67508065,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,259,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,2955,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,11.40926641,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SDMC_TOTAL,MEMBER_COUNT,42732,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,562264363.2,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,13157.92294,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SELF_HELP_PEER_SVCS,MEMBER_COUNT,95,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SELF_HELP_PEER_SVCS,MINUTES,30826.95,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,SELF_HELP_PEER_SVCS,TOTAL_MINUTES_PER_MEMBER,324.4942105,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,TFC,MEMBER_COUNT,61,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,TFC,TOTAL_DAYS,4157.27,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,TFC,TOTAL_DAYS_PER_MEMBER,68.15196721,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,1430,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,5985153.495,,SMHS,Open Child Welfare,0 All
Statewide,STATE,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,4185.422024,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,40,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,21273.495,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,531.837375,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,14,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,7051.065,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,503.6475,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,ICC,MEMBER_COUNT,34,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,ICC,TOTAL_MINUTES,25999.41,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,764.6885294,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,33,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,9253.92,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,280.4218182,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,75,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,131545.8,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1753.944,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,77,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,818579.19,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,10630.89857,,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,32,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,10701.99,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,334.4371875,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,11,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,6108.75,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,555.3409091,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,ICC,MEMBER_COUNT,31,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,ICC,TOTAL_MINUTES,22381.29,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,721.9770968,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,26,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,10548.345,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,405.7055769,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,57,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,89307.54,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1566.798947,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,SDMC_TOTAL,MEMBER_COUNT,58,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,713936.7,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,12309.25345,,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,33,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,10589.7,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,320.9,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,FULL_DAY_TX_INTENSIVE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,ICC,MEMBER_COUNT,22,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,ICC,TOTAL_MINUTES,15106.455,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,686.6570455,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,19,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,5157.45,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,271.4447368,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,49,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,90573.135,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1848.431327,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,SDMC_TOTAL,MEMBER_COUNT,51,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,543748.21,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,10661.72961,,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,22,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,4242,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,192.8181818,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,ICC,MEMBER_COUNT,16,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,ICC,TOTAL_MINUTES,9372.45,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,585.778125,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,18,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,3441.45,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,191.1916667,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,53,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,66451.2,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1253.796226,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,SDMC_TOTAL,MEMBER_COUNT,55,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,415808.09,,SMHS,Open Child Welfare,0 All
Sutter,51,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7560.147091,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,12,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,1158.75,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,ICC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,ICC,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,24,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,7126.05,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,296.91875,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,89,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,108676.26,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1221.081573,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,92,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,655599.73,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7126.084022,,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,19,,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,2137.95,,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,ICC,MEMBER_COUNT,12,,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,ICC,TOTAL_MINUTES,3318.9,,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,276.575,,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,25,,SMHS,Open Child Welfare,0 All
Tehama,52,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,6944.85,,SMHS,Open Child Welfare,0 All
